จำนวนการเกิด จากการทะเบียน จำแนกตามเพศ ภาค และจังหวัด พ.ศ. 2555 - 2565,,,,,,,,,,,,,
หน่วย : คน,,,,,,,,,,,,,
,,หญิง,"7,985","7,649","7,641","7,344","6,696","6,753","6,571","5,909","5,498","4,896","4,459"
,ระนอง,รวม,"2,657","2,795","3,015","2,688","2,455","2,515","2,584","2,450","2,021","1,680","1,503"
,,ชาย,"1,333","1,434","1,569","1,379","1,287","1,354","1,305","1,206","1,024",859,763
,,หญิง,"1,324","1,361","1,446","1,309","1,168","1,161","1,279","1,244",997,821,740
,ชุมพร,รวม,"6,720","6,463","6,419","6,128","5,706","5,608","5,351","4,857","4,638","4,476","3,928"
,,ชาย,"3,503","3,383","3,312","3,144","2,974","2,856","2,759","2,479","2,413","2,293","2,058"
,,หญิง,"3,217","3,080","3,107","2,984","2,732","2,752","2,592","2,378","2,225","2,183","1,870"
,สงขลา,รวม,"22,709","22,756","22,348","21,256","19,941","19,524","18,946","16,767","16,117","15,150","13,667"
,,ชาย,"11,561","11,764","11,555","10,882","10,303","10,030","9,847","8,675","8,382","7,816","7,022"
,,หญิง,"11,148","10,992","10,793","10,374","9,638","9,494","9,099","8,092","7,735","7,334","6,645"
,สตูล,รวม,"5,109","5,024","4,832","4,539","4,129","4,113","3,883","3,558","3,509","3,162","2,950"
,,ชาย,"2,623","2,564","2,532","2,378","2,123","2,139","1,939","1,852","1,825","1,704","1,569"
,,หญิง,"2,486","2,460","2,300","2,161","2,006","1,974","1,944","1,706","1,684","1,458","1,381"
,ตรัง,รวม,"9,079","8,558","8,194","7,539","6,746","6,664","6,341","5,976","5,564","5,077","4,624"
,,ชาย,"4,685","4,470","4,296","3,917","3,411","3,415","3,328","3,124","2,859","2,595","2,401"
,,หญิง,"4,394","4,088","3,898","3,622","3,335","3,249","3,013","2,852","2,705","2,482","2,223"
,พัทลุง,รวม,"5,837","5,573","5,513","5,058","4,462","4,379","4,274","3,918","3,719","3,404","3,056"
,,ชาย,"3,005","2,927","2,935","2,621","2,235","2,192","2,176","2,018","1,945","1,697","1,574"
,,หญิง,"2,832","2,646","2,578","2,437","2,227","2,187","2,098","1,900","1,774","1,707","1,482"
,ปัตตานี,รวม,"12,609","12,573","11,852","11,710","11,369","11,535","11,065","10,641","10,933","10,283","9,724"
,,ชาย,"6,495","6,492","6,080","6,001","5,745","5,959","5,705","5,502","5,626","5,192","5,025"
,,หญิง,"6,114","6,081","5,772","5,709","5,624","5,576","5,360","5,139","5,307","5,091","4,699"
